AÑO;Ubic Técnica;Mes;Sector;  Corte;      Area;   Edad;      TC-mes;    TC-Total;     TCH;   TCHM;   Brix;Sacarosa; Pureza;Rendimient; Ton.Azucar;Ton.Azucar;Ton.Azucar (TAHM)
2020;3111-501;12;3111 PERALONSO;6;18.73;11.6;2674.917;2674.917;142.815;12.312;18.41;16.533;89.831;11.298;302.211;16.135;1.391
2020;3113-053;12;3113 SAN NICOLAS;6;4.57;11.9;572.403;572.403;125.252;10.525;18.929;16.864;89.13;11.478;65.699;14.376;1.208
2020;3113-230;12;3113 SAN NICOLAS;1;18.49;14.9;2463.502;2463.502;133.234;8.942;18.871;16.877;89.455;11.509;283.536;15.335;1.029
2020;3113-240;12;3113 SAN NICOLAS;7;7.73;12.8;1040.43;1040.43;134.596;10.515;18.717;16.804;89.79;11.481;119.454;15.453;1.207
2020;3113-090;12;3113 SAN NICOLAS;5;8.91;11.6;992.857;992.857;111.432;9.606;18.681;16.753;89.672;11.44;113.583;12.748;1.099
2020;3113-190;12;3113 SAN NICOLAS;1;6.37;15;931.895;931.895;146.294;9.753;18.672;16.726;89.58;11.415;106.375;16.699;1.113
2020;3113-180;12;3113 SAN NICOLAS;1;10.53;12.8;1583.222;1583.222;150.353;11.746;18.946;16.953;89.481;11.564;183.076;17.386;1.358
2020;3113-151;12;3113 SAN NICOLAS;8;5.82;11.7;730.9;730.9;125.584;10.734;19.249;16.835;87.491;11.349;82.952;14.253;1.218
2020;3113-091;12;3113 SAN NICOLAS;4;11.58;12.5;1198.714;1198.714;103.516;8.281;18.726;16.717;89.27;11.39;136.53;11.79;0.943
2020;3113-220;12;3113 SAN NICOLAS;6;10.44;11.8;1106.652;1106.652;106.001;8.983;18.309;16.414;89.662;11.207;124.018;11.879;1.007
2020;3113-221;12;3113 SAN NICOLAS;13;4.16;12;687.641;687.641;165.298;13.775;19.13;16.964;88.692;11.519;79.207;19.04;1.587
2020;3122-450;12;3122 VENECIA;5;10.71;12.5;1206.992;1206.992;112.698;9.016;19.046;17.045;89.483;11.628;140.345;13.104;1.048
2020;3122-321;12;3122 VENECIA;1;5.48;14.2;810.19;810.19;147.845;10.412;19.412;17.163;88.496;11.636;94.272;17.203;1.211
2020;3233-050;12;3233 LAGUNAS;7;7.38;12.1;1056.791;1056.791;143.197;11.834;19.357;17.429;89.977;11.926;126.036;17.078;1.411
2020;3233-051;12;3233 LAGUNAS;2;9.81;12.1;1506.56;1506.56;153.574;12.692;18.612;16.589;89.14;11.293;170.134;17.343;1.433
2020;3233-120;12;3233 LAGUNAS;2;9.49;12.3;1526.128;1526.128;160.814;13.074;18.687;16.696;89.347;11.38;173.674;18.301;1.488
2020;3426-111;12;3426 MEDIA LUNA;6;8.67;12.5;1202.872;1202.872;138.74;11.099;18.616;16.625;89.319;11.329;136.269;15.717;1.257
2020;3426-110;12;3426 MEDIA LUNA;8;6.25;12.5;894.527;894.527;143.124;11.45;18.993;16.953;89.267;11.55;103.315;16.53;1.322
2020;3440-710;12;3440 PAILA ARRIBA;4;10.26;12.2;1496.198;1496.198;145.828;11.953;18.727;16.802;89.708;11.476;171.706;16.735;1.372
2020;3440-711;12;3440 PAILA ARRIBA;4;0.44;12.2;71.152;71.152;161.709;13.255;17.665;15.964;90.371;10.943;7.786;17.696;1.45
2020;3501-640;12;3501 RIOPAILA;9;16.01;12.1;2133.171;2133.171;133.24;11.012;18.873;16.805;89.056;11.434;243.915;15.235;1.259
2020;3501-532;12;3501 RIOPAILA;5;13.85;11.6;1804.178;1804.178;130.266;11.23;18.948;16.949;89.439;11.559;208.544;15.057;1.298
2020;3501-400;12;3501 RIOPAILA;4;15.08;12;2361.784;2361.784;156.617;13.051;18.578;16.728;90.06;11.446;270.332;17.927;1.494
2020;3501-651;12;3501 RIOPAILA;7;5.03;11.8;622.91;622.91;123.839;10.495;18.347;16.513;90.028;11.297;70.368;13.99;1.186
2020;3501-530;12;3501 RIOPAILA;4;10.5;11.7;1369.114;1369.114;130.392;11.145;19.227;17.091;88.903;11.619;159.079;15.15;1.295
2020;3501-580;12;3501 RIOPAILA;8;7.43;12.6;825.14;825.14;111.055;8.814;19.897;17.841;89.681;12.183;100.526;13.53;1.074
2021;3102-180;1;3102 GERTRUDIS;4;13.5;11.99178645;1702.948;1702.948;126.144;10.5192;18.426;16.401;89.032;11.769;200.417;14.846;1.237
2021;3102-040;1;3102 GERTRUDIS;5;10.79;11.95893224;1339.782;1339.782;124.169;10.38295038;18.427;16.365;88.797;11.73;157.155;14.565;1.224
2021;3104-230;1;3104 VALPARAISO;1;5.8;15.6386037;889.082;889.082;153.29;9.802025998;18.74;16.605;88.631;11.888;105.69;18.222;1.168
2021;3104-070;1;3104 VALPARAISO;8;14;12.94455852;126.428;1812.211;129.444;9.999877538;19.178;17.011;88.706;12.186;15.406;15.074;1.246
2021;3104-150;1;3104 VALPARAISO;5;10.3;12.91170431;831.11;1290.31;125.274;9.702359733;18.599;16.604;89.31;11.932;99.171;14.513;1.209
2021;3104-234;1;3104 VALPARAISO;4;10.84;12.71457906;1332.291;1332.291;122.905;9.666462371;18.969;16.971;89.525;12.209;162.664;15.006;1.182
2021;3104-041;1;3104 VALPARAISO;1;10.36;12.41889117;1265.289;1265.289;122.132;9.834372354;19.083;16.993;89.062;12.197;154.322;14.896;1.201
2021;3105-431;1;3105 MORILLO;5;4.79;11.89322382;624.665;624.665;130.41;10.96506733;19.287;17.112;88.775;12.259;76.576;15.987;1.343
2021;3106-313;1;3106 LA LUISA;3;5.38;12.38603696;895;895;166.357;13.43101111;18.94;16.716;88.277;11.943;106.886;19.867;1.615
2021;3106-450;1;3106 LA LUISA;9;18.65;11.49897331;2693.296;2693.296;144.413;12.55877339;18.695;16.719;89.439;12.026;323.896;17.367;1.523
2021;3106-370;1;3106 LA LUISA;1;11.97;12.64887064;1367.214;1367.214;114.22;9.030055195;18.415;16.515;89.683;11.896;162.64;13.587;1.078
2021;3106-460;1;3106 LA LUISA;2;19.28;11.59753593;2893.54;2893.54;150.08;12.94067989;18.557;16.607;89.503;11.95;345.772;17.934;1.559
2021;3106-852;1;3106 LA LUISA;1;4.6;12.64887064;508.7;508.7;110.587;8.742835877;18.325;16.379;89.429;11.778;59.916;13.025;1.034
2021;3106-891;1;3106 LA LUISA;2;7.21;11.76180698;684.33;684.33;94.914;8.069678422;18.376;16.346;88.971;11.725;80.239;11.129;0.951
2021;3106-400;1;3106 LA LUISA;5;20.82;12.81314168;3125.077;3125.077;150.1;11.71453526;18.853;16.759;88.913;12.018;375.561;18.038;1.42
2021;3106-410;1;3106 LA LUISA;12;18.05;12.25462012;2623.313;2623.313;145.336;11.85969035;18.548;16.543;89.202;11.883;311.724;17.27;1.416
2021;3106-281;1;3106 LA LUISA;3;2.2;12.61601643;248.201;248.201;112.819;8.942521647;19.933;17.034;85.466;11.965;29.698;13.499;1.071
2021;3109-422;1;3109 VENECIA;6;4.85;13.10882957;579.325;579.325;119.448;9.112026316;20.43;18.313;89.646;13.188;76.403;15.753;1.203
2021;3110-161;1;3110 NORMANDIA;4;5.58;10.97330595;722.584;722.584;129.495;11.80091037;18.204;16.253;89.268;11.681;84.404;15.126;1.388
2021;3111-090;1;3111 PERALONSO;3;13.35;12.15605749;1815.92;1815.92;136.024;11.18981216;19.493;17.301;88.82;12.397;225.117;16.863;1.394
2021;3111-120;1;3111 PERALONSO;7;13.87;12.12320329;1653.371;1653.371;119.205;9.832797256;19.47;17.425;89.492;12.539;207.309;14.947;1.235
2021;3111-250;1;3111 PERALONSO;6;5.86;12.02464066;866.182;866.182;147.813;12.29250871;18.794;16.532;87.973;11.791;102.132;17.429;1.452
2021;3111-411;1;3111 PERALONSO;6;1.82;12.02464066;191.64;191.64;105.297;8.756768955;18.463;15.978;86.547;11.299;21.653;11.897;0.991
2021;3111-401;1;3111 PERALONSO;9;1.76;12.15605749;272.082;272.082;154.592;12.71728108;18.675;16.564;88.708;11.864;32.28;18.341;1.503
2021;3118-114;1;3118 ZAMBRANO;2;5.12;12.61601643;760.1;760.1;148.457;11.76734359;18.589;16.614;89.387;11.947;90.807;17.736;1.408
2021;3118-020;1;3118 ZAMBRANO;2;14.14;12.71457906;2076.971;2076.971;146.886;11.55256492;18.653;16.657;89.321;11.972;248.656;17.585;1.385
2021;3118-022;1;3118 ZAMBRANO;2;11.73;12.74743326;1634.963;1634.963;139.383;10.93420119;18.404;16.214;88.099;11.573;189.221;16.131;1.27
2021;3118-021;1;3118 ZAMBRANO;2;12.52;12.71457906;1989.8;1989.8;158.93;12.49982397;18.523;16.501;89.06;11.846;235.709;18.827;1.494
2021;3233-062;1;3233 LAGUNAS;8;1.82;12.68172485;200.409;200.409;110.115;8.682967131;18.287;15.879;86.829;11.249;22.544;12.387;0.975
2021;3233-055;1;3233 LAGUNAS;10;1.29;12.68172485;163.31;163.31;126.597;9.98263261;19.104;16.666;87.24;11.836;19.33;14.984;1.189
2021;3440-700;1;3440 PAILA ARRIBA;4;13.01;12.28747433;25.81;1666.52;128.096;10.42492513;19.81;16.923;85.425;11.884;3.067;14.078;1.154
2021;3501-130;1;3501 RIOPAILA;10;8.47;11.99178645;1119.703;1119.703;132.196;11.02387877;19.036;17.037;89.509;12.259;137.269;16.206;1.373
2021;3501-120;1;3501 RIOPAILA;2;8.29;13.96303901;1528.24;1528.24;184.347;13.20249838;18.346;16.44;89.603;11.837;180.901;21.822;1.57
2021;3501-513;1;3501 RIOPAILA;3;4.38;13.8973306;570.165;570.165;130.1241527;9.363247987;18.596;16.536;88.946;11.86;67.624;15.439;1.119
2021;3501-170;1;3501 RIOPAILA;3;7.6;12.12320329;1356.072;1356.072;178.431;14.71813974;18.498;16.559;89.524;11.916;161.595;21.263;1.757
2021;3501-621;1;3501 RIOPAILA;8;9.2;12.22176591;1262.975;1262.975;137.28;11.23241935;18.845;16.86;89.505;12.129;153.19;16.651;1.376
2021;3501-650;1;3501 RIOPAILA;11;17.09;13.14168378;5.75;2368.499;138.59;10.54583281;19.7;17.451;88.584;12.492;0.718;15.584;1.299
2021;3501-140;1;3501 RIOPAILA;11;13.56;13.2073922;1658.27;1658.27;122.291;9.259284359;18.075;15.951;88.231;11.396;188.971;13.936;1.097
2021;3501-141;1;3501 RIOPAILA;7;5.55;12.8788501;823.195;823.195;148.323;11.51678906;18.887;17.005;90.032;12.273;101.028;18.203;1.422
2021;3102-094;2;3102 GERTRUDIS;3;3.35;12.2;443.2;443.2;132.299;10.844;19.34;17.535;90.654;12.755;56.529;16.874;1.383
2021;3104-251;2;3104 VALPARAISO;1;8.28;12.8;969.756;969.756;117.12;9.15;19.293;17.061;88.435;12.255;118.843;14.353;1.121
2021;3104-252;2;3104 VALPARAISO;1;7.97;12.8;972.644;972.644;122.038;9.534;18.886;16.758;88.767;12.059;117.286;14.716;1.15
2021;3104-171;2;3104 VALPARAISO;1;14.1;16.6;1750.14;1750.14;124.123;7.477;18.991;16.936;89.205;12.218;213.83;15.165;0.914
2021;3104-260;2;3104 VALPARAISO;1;7.57;12.3;953.62;953.62;125.974;10.242;19.032;16.957;89.081;12.226;116.592;15.402;1.252
2021;3104-262;2;3104 VALPARAISO;1;6.94;11.95893224;811.576;811.576;116.942;9.778632212;19.192;17.36;90.431;12.612;102.359;14.749;1.229
2021;3104-250;2;3104 VALPARAISO;1;9.02;12.7;1065.33;1065.33;118.108;9.3;20.109;17.775;88.397;12.765;135.991;15.077;1.187
2021;3104-261;2;3104 VALPARAISO;1;7.12;12.1;852.414;852.414;119.721;9.894;18.898;16.848;89.17;12.152;103.586;14.549;1.202
2021;3106-130;2;3106 LA LUISA;8;17.34;12;2136.056;2136.056;123.187;10.266;19.451;17.254;88.704;12.413;265.147;15.291;1.274
2021;3106-390;2;3106 LA LUISA;1;8.87;12.3;1156.44;1156.44;130.377;10.6;19.672;17.621;89.565;12.74;147.333;16.61;1.35
2021;3106-060;2;3106 LA LUISA;1;15.43;13;2311.724;2311.724;149.82;11.525;19.463;17.36;89.17;12.524;289.519;18.763;1.443
2021;3109-350;2;3109 VENECIA;2;9.79;12.15605749;1179.665;1179.665;120.497;9.912506588;19.483;17.139;88.007;12.278;144.836;14.794;1.213
2021;3109-301;2;3109 VENECIA;2;2.9;12.1;383.55;383.55;132.259;10.93;18.996;16.996;89.494;12.281;47.105;16.243;1.342
2021;3109-310;2;3109 VENECIA;4;15.77;12.41889117;1861.166;1861.166;118.019;9.503183366;19.397;17.281;89.087;12.46;231.9;14.705;1.196
2021;3109-010;2;3109 VENECIA;5;19.7;12.1;2565.57;2565.57;130.232;10.763;19.233;17.196;89.412;12.421;318.675;16.176;1.337
2021;3109-171;2;3109 VENECIA;2;3.01;12.1;344.565;344.565;114.473;9.461;18.889;16.601;88.007;11.887;40.957;13.607;1.125
2021;3110-162;2;3110 NORMANDIA;4;6.05;12.1;766.25;766.25;126.653;10.467;19;17.096;90.002;12.389;94.928;15.691;1.297
2021;3110-151;2;3110 NORMANDIA;4;11.42;12.1;1495.15;1495.15;130.924;10.82;19.615;17.708;90.26;12.853;192.17;16.827;1.391
2021;3111-431;2;3111 PERALONSO;4;6.03;12.1;738.376;738.376;122.45;10.12;19.018;16.845;88.604;12.11;89.417;14.829;1.226
2021;3111-380;2;3111 PERALONSO;7;3.06;12.2;600.542;600.542;196.256;16.087;19.038;16.831;88.437;12.088;72.594;23.724;1.945
2021;3111-190;2;3111 PERALONSO;4;7.16;12.15605749;973.616;973.616;135.98;11.18619257;18.373;15.818;86.09;11.203;109.074;15.234;1.249
2021;3111-140;2;3111 PERALONSO;3;7.26;12.1;935.446;935.446;128.849;10.649;19.063;17.021;89.288;12.286;114.929;15.83;1.308
2021;3111-150;2;3111 PERALONSO;4;17.07;11.9;2374.47;2374.47;139.102;11.689;19.042;16.842;88.501;12.098;287.274;16.829;1.414
2021;3111-220;2;3111 PERALONSO;3;9.13;12.2;1270.42;1270.42;139.148;11.406;19.463;17.412;89.484;12.58;159.824;17.505;1.435
2021;3111-270;2;3111 PERALONSO;2;12.6;12.3;1694.595;1694.595;134.492;10.934;18.777;16.805;89.493;12.145;205.803;16.334;1.328
2021;3111-480;2;3111 PERALONSO;3;3.99;11.99178645;434.764;434.764;108.963;9.086469349;20.027;17.345;86.633;12.324;53.579;13.428;1.11
2021;3111-160;2;3111 PERALONSO;4;10.3;12.15605749;1499.792;1499.792;145.611;11.97847247;20.048;18.253;91.036;13.305;199.545;19.373;1.588
2021;3111-490;2;3111 PERALONSO;9;8.85;12.2;1284.68;1284.68;145.162;11.898;18.725;16.735;89.368;12.085;155.255;17.543;1.438
2021;3111-281;2;3111 PERALONSO;4;2.92;12.02464066;430.029;430.029;147.27;12.24735143;19.672;17.506;89.012;12.615;54.247;18.578;1.561
2021;3111-280;2;3111 PERALONSO;6;9.12;11.9;1293.199;1293.199;141.798;11.916;18.993;17.004;89.492;12.291;158.944;17.428;1.465
2021;3111-161;2;3111 PERALONSO;4;5.87;12.1;870.342;870.342;148.27;12.254;20.078;18.105;90.133;13.133;114.305;19.473;1.609
2021;3113-050;2;3113 SAN NICOLAS;1;13.11;12.4;1729.143;1729.143;131.895;10.637;19.319;17.061;88.34;12.246;211.756;16.152;1.303
2021;3113-130;2;3113 SAN NICOLAS;1;14.24;12.3;1753.737;1753.737;123.156;10.013;18.982;16.842;88.738;12.118;212.523;14.924;1.213
2021;3113-051;2;3113 SAN NICOLAS;3;4.71;12.3;607.003;607.003;128.875;10.478;18.58;16.822;90.539;12.227;74.219;15.758;1.281
2021;3118-060;2;3118 ZAMBRANO;1;16.14;12.7;2193.254;2193.254;135.889;10.7;19.617;17.48;89.102;12.604;276.443;17.128;1.349
2021;3121-040;2;3121 MORILLO;8;8.55;12.84599589;906.225;906.225;105.991;8.250897858;19.9;17.842;89.595;12.906;116.956;13.679;1.086
2021;3122-371;2;3122 VENECIA;2;3.82;12;482.166;482.166;126.221;10.518;19.02;16.95;89.125;12.223;58.937;15.429;1.286
2021;3122-280;2;3122 VENECIA;8;15.48;12.4;1833.441;1833.441;118.439;9.552;19.442;17.235;88.657;12.396;227.267;14.681;1.184
2021;3122-200;2;3122 VENECIA;8;10.3;13.2;805.09;1122.81;109.012;8.258;19.903;17.956;90.224;13.029;104.894;13.879;1.051
2021;3122-150;2;3122 VENECIA;5;13.48;13.3;1628.88;1628.88;120.837;9.085;19.117;17.013;89.008;12.26;199.705;14.815;1.114
2021;3122-101;2;3122 VENECIA;8;6.84;13.3;783.608;783.608;114.563;8.614;19.447;17.444;89.696;12.621;98.902;14.459;1.087
2021;3122-100;2;3122 VENECIA;5;8.6;13.4;1038.314;1038.314;120.734;9.01;19.753;17.827;90.223;12.937;134.331;15.62;1.166
2021;3426-120;2;3426 MEDIA LUNA;6;7.16;12.3;953.727;953.727;133.202;10.829;18.814;16.727;88.929;12.048;114.908;16.049;1.305
2021;3501-390;2;3501 RIOPAILA;5;17.19;11.69609856;2409.22;2409.22;140.152;11.98279916;19.515;17.313;88.73;12.456;300.096;17.458;1.455
2021;3501-150;2;3501 RIOPAILA;1;14.1;14;2267.61;2267.61;160.823;11.487;18.766;16.651;88.736;11.981;271.674;19.268;1.376
2021;3102-020;3;3102 GERTRUDIS;5;12.72;12.2;270.233;1589.097;124.93;10.24;20.518;17.588;85.784;11.416;30.85;14.739;1.208
2021;3102-140;3;3102 GERTRUDIS;6;6.59;12.6;1100.855;1100.855;167.049;13.258;18.542;16.455;88.776;10.877;119.741;18.17;1.442
2021;3102-016;3;3102 GERTRUDIS;2;9.98;11.1;341.478;1296.508;129.912;11.704;20.842;18.48;88.647;12.21;41.696;15.905;1.433
2021;3104-140;3;3104 VALPARAISO;5;14.07;12.5;1795.66;1795.66;127.623;10.21;19.008;16.932;89.094;11.214;201.373;14.312;1.145
2021;3104-030;3;3104 VALPARAISO;4;11.12;12;1056.342;1506.782;135.503;11.29191667;19.859;17.499;88.116;11.525;121.744;15.473;1.532
2021;3110-190;3;3110 NORMANDIA;5;16.37;11.9;1391.785;2071.051;126.516;10.632;19.135;17.095;89.342;11.339;157.813;14.606;1.227
2021;3110-250;3;3110 NORMANDIA;4;17.7;12.1;2408.842;2408.842;136.093;11.247;19.753;17.765;89.938;11.823;284.796;16.09;1.33
2021;3110-270;3;3110 NORMANDIA;5;19.64;12.2;2597.32;2597.32;132.246;10.84;19.179;17.111;89.233;11.342;294.576;14.999;1.229
2021;3111-241;3;3111 PERALONSO;5;4.36;12.5;648.59;648.59;148.759;11.901;18.537;16.569;89.394;10.992;71.294;16.352;1.308
2021;3111-210;3;3111 PERALONSO;3;5.57;12.6;756.26;756.26;135.774;10.776;18.384;16.537;89.957;11.006;83.236;14.944;1.186
2021;3111-170;3;3111 PERALONSO;2;9.27;12.5;1486.828;1486.828;160.391;12.831;18.532;16.602;89.6;11.027;163.948;17.686;1.415
2021;3111-240;3;3111 PERALONSO;3;12.13;12.3;1490.902;1490.902;122.91;9.993;18.424;16.499;89.561;10.957;163.351;13.467;1.095
2021;3121-190;3;3121 MORILLO;4;9.15;12.4;1363.415;1363.415;149.007;12.017;18.564;16.598;89.42;11.013;150.156;16.411;1.323
2021;3121-271;3;3121 MORILLO;10;5.91;12.5;783.44;783.44;132.562;10.605;18.168;16.244;89.419;10.778;84.441;14.288;1.143
2021;3233-030;3;3233 LAGUNAS;5;14.08;11.9;1889.18;1889.18;134.175;11.275;19.681;17.579;89.318;11.658;220.247;15.643;1.314
2021;3501-190;3;3501 RIOPAILA;6;22.32;12.3;3202.563;3202.563;143.484;11.665;19.12;17.023;89.057;11.271;360.965;16.172;1.315
2021;3501-600;3;3501 RIOPAILA;4;9.8;11.9;1457.117;1457.117;148.685;12.495;18.699;16.693;89.271;11.068;161.273;16.456;1.383
2021;3105-612;4;3105 MORILLO;4;6.86;12.3;901.341;901.341;131.391;10.682;18.273;16.277;89.047;10.091;90.951;13.258;1.078
2021;3105-610;4;3105 MORILLO;4;4.67;12.2;629.804;629.804;134.862;11.054;18.119;15.959;88.073;9.837;61.954;13.266;1.087
2021;3105-613;4;3105 MORILLO;7;2.5;12.2;336.375;336.375;134.55;11.029;18.67;16.727;89.59;10.4;34.982;13.993;1.147
2021;3106-443;4;3106 LA LUISA;8;5.11;12.4;840.69;840.69;164.519;13.268;18.713;16.737;89.444;10.398;87.412;17.106;1.38
2021;3109-060;4;3109 VENECIA;5;4.06;13.3;536.41;536.41;132.121;9.934;19.439;17.596;90.512;10.997;58.99;14.529;1.092
2021;3111-510;4;3111 PERALONSO;2;5.95;13.3;1051.48;1051.48;176.719;13.287;18.467;16.619;89.998;10.356;108.89;18.301;1.376
2021;3111-400;4;3111 PERALONSO;5;4.5;12.6;655.925;655.925;145.761;11.568;18.527;16.517;89.151;10.244;67.196;14.932;1.185
2021;3113-210;4;3113 SAN NICOLAS;6;16.53;12.6;1004.96;2083.505;126.044;10.004;18.647;16.563;88.829;10.254;103.044;13.186;1.047
2021;3113-201;4;3113 SAN NICOLAS;2;5.92;12.5;10.19;876.775;148.106;11.848;18.02;15.868;88.056;9.779;0.996;16.439;1.315
2021;3121-230;4;3121 MORILLO;5;6.3;13.5;874.455;874.455;138.802;10.282;18.918;16.759;88.66;10.361;90.601;14.381;1.065
2021;3121-150;4;3121 MORILLO;2;5.88;12.8;294.09;885.75;150.639;11.769;18.677;16.644;89.118;10.321;30.353;15.601;1.219
2021;3440-730;4;3440 PAILA ARRIBA;3;13.26;13.3;1933.77;1933.77;145.835;10.965;19.138;17.21;89.915;10.72;207.307;15.634;1.175
2021;3440-720;4;3440 PAILA ARRIBA;3;5.47;13.1;822.49;822.49;150.364;11.478;18.479;16.58;89.728;10.316;84.848;15.511;1.184
2021;3501-200;4;3501 RIOPAILA;3;1.42;12.7;300.04;300.04;211.296;16.637;18.751;16.902;90.149;10.541;31.627;22.273;1.754
2021;3501-533;4;3501 RIOPAILA;5;4.71;13.1;698.273;698.273;148.253;11.317;18.286;16.477;90.071;10.274;71.743;15.232;1.163
2021;3501-534;4;3501 RIOPAILA;6;6.14;13.3;929.837;929.837;151.439;11.386;19.267;17.493;90.779;10.949;101.808;16.581;1.247
2021;3501-230;4;3501 RIOPAILA;9;8.5;13;1508.054;1508.054;177.418;13.648;18.279;16.303;89.189;10.114;152.522;17.944;1.38
2021;3501-081;4;3501 RIOPAILA;4;13.87;13.2;2097.07;2097.07;151.195;11.454;19.312;17.298;89.57;10.754;225.525;16.26;1.232
2021;3501-471;4;3501 RIOPAILA;6;10.2;12.9;1538.67;1538.67;150.85;11.694;18.353;16.311;88.867;10.101;155.415;15.237;1.181
2021;3501-080;4;3501 RIOPAILA;4;4.68;13.1;659.666;659.666;140.954;10.76;18.588;16.631;89.495;10.333;68.163;14.565;1.112
2021;3102-160;6;3102 GERTRUDIS;3;14;11.8;2221.555;2221.555;158.683;13.448;18.481;16.564;89.635;10.644;236.469;16.891;1.431
2021;3102-161;6;3102 GERTRUDIS;3;9.28;11.9;1409.185;1409.185;151.852;12.761;18.118;16.045;88.457;10.248;144.416;15.562;1.308
2021;3102-044;6;3102 GERTRUDIS;8;3.81;12.5;515.305;515.305;135.251;10.82;18.35;16.473;89.78;10.594;54.594;14.329;1.146
2021;3102-011;6;3102 GERTRUDIS;6;2.36;12.4;240.26;240.26;101.805;8.21;18.502;16.599;89.72;10.673;25.642;10.865;0.876
2021;3104-420;6;3104 VALPARAISO;4;10.93;13.7;1338.804;1338.804;122.489;8.941;18.311;16.239;88.646;10.38;138.964;12.714;0.928
2021;3105-300;6;3105 MORILLO;3;13.13;12;1906.306;1906.306;145.187;12.09891667;17.575;15.54;88.394;9.917;189.057;14.399;1.309
2021;3106-150;6;3106 LA LUISA;6;17.78;12.4;1994.771;1994.771;112.192;9.048;18.646;16.719;89.481;10.746;214.364;12.056;0.972
2021;3106-250;6;3106 LA LUISA;1;17.72;14.9;2650.982;2650.982;149.604;10.041;17.932;15.865;88.48;10.129;268.508;15.153;1.017
2021;3106-271;6;3106 LA LUISA;5;8.82;13.8;1032.067;1032.067;117.014;8.479;19.358;17.084;88.299;10.893;112.423;12.746;0.924
2021;3106-342;6;3106 LA LUISA;1;5.02;12.6;697.04;697.04;138.853;11.02;18.327;16.52;90.149;10.647;74.212;14.783;1.173
2021;3106-441;6;3106 LA LUISA;1;9.98;12.7;1622.094;1622.094;162.534;12.798;17.519;15.548;88.715;9.942;161.273;16.16;1.272
2021;3106-920;6;3106 LA LUISA;1;5.65;15;869.38;869.38;153.873;10.258;19.366;17.342;89.546;11.14;96.846;17.141;1.143
2021;3106-780;6;3106 LA LUISA;1;9;13.8;1392.439;1392.439;154.715;11.211;18.558;16.609;89.508;10.666;148.513;16.501;1.196
2021;3106-820;6;3106 LA LUISA;1;11.08;13.9;1605.87;1605.87;144.934;10.427;17.886;15.911;88.888;10.186;163.574;14.763;1.062
2021;3109-510;6;3109 VENECIA;4;12.18;12.6;1638.158;1638.158;134.496;10.674;18.533;16.55;89.318;10.616;173.902;14.278;1.133
2021;3111-300;6;3111 PERALONSO;1;5.56;12.9;872.55;872.55;156.933;12.165;18.676;16.768;89.728;10.786;94.109;16.926;1.312
2021;3111-020;6;3111 PERALONSO;1;14.95;14.8;2472.615;2472.615;165.392;11.175;18.31;16.307;88.987;10.446;258.3;17.278;1.167
2021;3111-070;6;3111 PERALONSO;4;4.06;13.9;542.431;542.431;133.604;9.612;18.822;16.851;89.53;10.823;58.707;14.46;1.04
2021;3111-500;6;3111 PERALONSO;6;9.06;12.5;1140.82;1140.82;125.918;10.073;18.792;16.752;89.146;10.736;122.478;13.519;1.081
2021;3111-372;6;3111 PERALONSO;2;3.17;11.8;563.367;563.367;177.718;15.061;18.412;16.496;89.604;10.599;59.713;18.837;1.596
2021;3111-491;6;3111 PERALONSO;9;1.32;14;198.143;198.143;150.108;10.722;18.462;16.699;90.461;10.781;21.362;16.183;1.156
2021;3111-030;6;3111 PERALONSO;8;12.51;14.4;1468.759;1468.759;117.407;8.153;18.961;17.019;89.77;10.945;160.753;12.85;0.892
2021;3111-040;6;3111 PERALONSO;9;6.36;11.8;845.254;845.254;132.902;11.263;19.153;17.246;90.032;11.109;93.897;14.764;1.251
2021;3113-160;6;3113 SAN NICOLAS;4;19.93;12.2;2485.635;2485.635;124.718;10.223;18.159;16.17;89.05;10.358;257.458;12.918;1.059
2021;3113-060;6;3113 SAN NICOLAS;5;13.17;12.1;1688.062;1688.062;128.175;10.593;17.876;15.942;89.183;10.219;172.503;13.098;1.082
2021;3118-040;6;3118 ZAMBRANO;8;15.95;13.8;2304.09;2304.09;144.457;10.468;19.24;17.278;89.759;11.114;256.078;16.055;1.163
2021;3118-160;6;3118 ZAMBRANO;6;12.22;13.6;1815.021;1815.021;148.529;10.921;19.202;17.129;89.201;10.981;199.307;16.31;1.199
2021;3118-150;6;3118 ZAMBRANO;7;21.55;11.7;3154.179;3154.179;146.366;12.51;19.58;17.661;90.174;11.385;359.118;16.664;1.424
2021;3121-250;6;3121 MORILLO;1;8.63;15.2;1278.504;1278.504;148.146;9.746;18.328;16.486;89.972;10.614;135.695;15.724;1.034
2021;3233-091;6;3233 LAGUNAS;1;7.45;14.1;1382.155;1382.155;185.524;13.158;18.291;16.209;88.6;10.357;143.147;19.214;1.363
2021;3425-011;6;3425 TEQUENDAMA;7;6;11.7;760.247;760.247;126.708;10.83;18.939;17.017;89.748;10.949;83.242;13.874;1.186
2021;3501-310;6;3501 RIOPAILA;9;1.94;11.6;230.756;230.756;118.946;10.254;18.295;16.318;89.201;10.461;24.14;12.443;1.073
2021;3501-540;6;3501 RIOPAILA;6;9.63;11.7;1549.936;1549.936;160.949;13.756;17.923;15.928;88.858;10.191;157.96;16.403;1.402
