AÑO;Ubic Técnica;Mes;Sector;  Corte;      Area;   Edad;      TC-mes;    TC-Total;     TCH;   TCHM;   Brix;Sacarosa; Pureza;Rendimient; Ton.Azucar;Ton.Azucar;Ton.Azucar (TAHM)
2022;3104-430;11;3104 VALPARAISO;4;13.88;12.4;230;1291.89;93.076;7.506;18.575;16.983;91.435;10.182;23.418;9.963;0.803
2022;3104-350;11;3104 VALPARAISO;7;12.85;12.4;1356.97;1356.97;105.601;8.516;18.979;16.956;89.355;10.05;136.374;10.613;0.856
2022;3104-060;11;3104 VALPARAISO;5;9.02;16;921.64;921.64;102.177;6.386;18.722;16.558;88.476;9.764;89.985;9.976;0.624
2022;3104-061;11;3104 VALPARAISO;2;9.32;16;958.44;958.44;102.837;6.427;19.086;16.975;88.939;10.038;96.209;10.323;0.645
2022;3105-460;11;3105 MORILLO;7;13.45;11.6;1097.6;1097.6;81.606;7.035;18.028;15.958;88.495;9.413;103.321;7.682;0.662
2022;3106-170;11;3106 LA LUISA;14;13.05;11.5;1550.83;1550.83;118.838;10.334;18.439;16.642;90.26;9.914;153.743;11.781;1.024
2022;3106-480;11;3106 LA LUISA;6;22.92;11.7;2592.89;2592.89;113.128;9.669;18.437;16.467;89.332;9.759;253.035;11.04;0.944
2022;3106-080;11;3106 LA LUISA;4;11.74;12.3;1369.36;1369.36;116.641;9.483;18.482;16.366;88.524;9.656;132.226;11.263;0.916
2022;3106-880;11;3106 LA LUISA;8;10.08;11.7;1111.32;1111.32;110.25;9.423;17.673;15.604;88.31;9.193;102.165;10.135;0.866
2022;3106-231;11;3106 LA LUISA;6;6.25;12;383;670.83;107.334;8.945;18.88;16.979;89.93;10.096;38.669;10.929;0.911
2022;3106-241;11;3106 LA LUISA;6;8.78;12.2;1051.97;1051.97;119.814;9.821;18.778;16.655;88.727;9.835;103.458;11.783;0.966
2022;3106-280;11;3106 LA LUISA;7;9.78;12.7;1144.5;1144.5;117.025;9.215;18.481;16.287;88.094;9.586;109.715;11.218;0.883
2022;3106-380;11;3106 LA LUISA;3;4.97;12.2;652.98;652.98;131.384;10.769;18.653;16.854;90.362;10.046;65.6;13.199;1.082
2022;3106-181;11;3106 LA LUISA;2;1.52;12.3;195.5;195.5;128.618;10.457;19.048;16.876;88.6;9.96;19.472;12.81;1.041
2022;3106-030;11;3106 LA LUISA;6;19.45;12.2;2135.44;2135.44;109.791;8.999;18.437;16.486;89.445;9.776;208.757;10.733;0.88
2022;3106-412;11;3106 LA LUISA;10;2.51;11.7;315.96;315.96;125.88;10.759;17.594;15.83;90.001;9.416;29.751;11.853;1.013
2022;3106-420;11;3106 LA LUISA;5;22.39;11.5;2565.01;2565.01;114.561;9.962;18.315;16.33;89.172;9.669;248.008;11.077;0.963
2022;3111-111;11;3111 PERALONSO;6;6.26;13.1;590.01;590.01;94.251;7.195;18.369;16.337;88.934;9.66;56.996;9.105;0.695
2022;3111-110;11;3111 PERALONSO;2;4.78;12.6;381.98;381.98;79.912;6.342;18.394;15.829;86.055;9.201;35.146;7.353;0.584
2022;3111-171;11;3111 PERALONSO;11;3.98;11.5;402.2;402.2;101.055;8.787;18.402;16.619;90.33;9.903;39.831;10.008;0.87
2022;3233-053;11;3233 LAGUNAS;2;2.98;12.2;336.56;336.56;112.94;9.257;18.808;16.637;88.477;9.811;33.02;11.081;0.908
2022;3425-030;11;3425 TEQUENDAMA;4;19.53;11.2;1527.77;1527.77;78.227;6.985;17.996;16.245;90.274;9.679;147.867;7.571;0.676
2022;3425-010;11;3425 TEQUENDAMA;5;18.92;11.3;1362.7;1362.7;72.024;6.374;18.732;16.813;89.755;9.988;136.111;7.194;0.637
2022;3425-021;11;3425 TEQUENDAMA;4;4.47;11.6;399.8;399.8;89.441;7.71;19.026;16.819;88.455;9.915;39.641;8.868;0.764
2022;3426-020;11;3426 MEDIA LUNA;4;9.34;11.3;978.54;978.54;104.769;9.272;18.333;16.684;91.014;9.98;97.662;10.456;0.925
2022;3426-010;11;3426 MEDIA LUNA;10;12.55;11.2;1413.54;1413.54;112.633;10.056;17.96;16.014;89.148;9.482;134.034;10.68;0.954
2022;3426-030;11;3426 MEDIA LUNA;13;5.67;11.8;597.07;597.07;105.303;8.924;18.529;16.644;89.824;9.892;59.062;10.417;0.883
2022;3426-021;11;3426 MEDIA LUNA;15;5.29;11.5;751.89;751.89;142.134;12.359;18.607;16.073;86.377;9.362;70.389;13.306;1.157
2022;3440-723;11;3440 PAILA ARRIBA;7;7.72;12.4;851.34;851.34;110.277;8.893;19.147;17.381;90.768;10.384;88.402;11.451;0.923
2022;3501-590;11;3501 RIOPAILA;1;12.91;12.7;1701.16;1701.16;131.771;10.376;18.481;16.253;87.937;9.555;162.554;12.591;0.991
2022;3501-520;11;3501 RIOPAILA;6;9.81;12.3;887.01;887.01;90.419;7.351;18.446;16.617;90.127;9.89;87.726;8.943;0.727
2022;3501-400;11;3501 RIOPAILA;6;15.08;11.5;1144.89;1144.89;75.921;6.602;18.61;16.517;88.755;9.756;111.701;7.407;0.644
2022;3501-340;11;3501 RIOPAILA;8;8.46;12.5;909.77;909.77;107.538;8.603;18.061;15.961;88.347;9.407;85.582;10.116;0.809
2022;3501-350;11;3501 RIOPAILA;14;16.57;12.9;252.03;1308.22;78.952;6.12;18.999;17.004;89.516;10.087;25.423;8.247;0.639
2022;3501-260;11;3501 RIOPAILA;7;6.24;11.6;486.69;486.69;77.995;6.724;18.073;16.207;89.648;9.624;46.837;7.506;0.647
2022;3501-270;11;3501 RIOPAILA;6;8.9;11.7;677.31;677.31;76.102;6.504;19.022;16.738;88.035;9.844;66.673;7.491;0.64
2022;3501-262;11;3501 RIOPAILA;7;5.03;11.6;354.7;354.7;70.517;6.079;18.52;16.448;88.81;9.719;34.473;6.854;0.591
2022;3501-231;11;3501 RIOPAILA;7;2.11;14.3;379.44;379.44;179.829;12.575;18.651;16.949;90.879;10.132;38.443;18.219;1.274
2022;3501-271;11;3501 RIOPAILA;6;6.78;11.9;462.11;462.11;68.158;5.728;18.503;16.522;89.281;9.79;45.241;6.673;0.561
2022;3501-360;11;3501 RIOPAILA;14;9.52;12.1;204.41;1026.19;107.794;8.909;19.598;17.803;90.836;10.64;21.749;11.402;0.942
2022;3102-015;12;3102 GERTRUDIS;6;14.24;11.7;1055.69;1055.69;74.136;6.336;18.57;16.527;89.005;10.319;108.938;7.65;0.654
2022;3102-010;12;3102 GERTRUDIS;0;1.9;9.9;248.62;248.62;130.8526316;13.21743753;17.625;15.394;87.29;9.52;;;0.323
2022;3102-181;12;3102 GERTRUDIS;4;9.62;11.5;973.67;973.67;101.213;8.801;18.672;16.665;89.281;10.421;101.464;10.547;0.917
2022;3104-201;12;3104 VALPARAISO;5;7.65;11.9;731.9;731.9;95.673;8.04;18.282;16.347;89.426;10.232;74.885;9.789;0.823
2022;3104-130;12;3104 VALPARAISO;6;8.4;11.9;848.12;848.12;100.967;8.485;17.581;15.581;88.538;9.708;82.332;9.801;0.824
2022;3104-360;12;3104 VALPARAISO;4;18.23;12;2026.43;2026.43;111.159;9.263;18.885;16.629;88.079;10.327;209.262;11.479;0.957
2022;3104-341;12;3104 VALPARAISO;4;5.02;12;501.54;501.54;99.908;8.326;19.009;17.119;90.065;10.754;53.933;10.744;0.895
2022;3104-221;12;3104 VALPARAISO;9;10.36;11.7;955.3;955.3;92.21;7.881;18.523;16.581;89.529;10.384;99.2;9.575;0.818
2022;3104-050;12;3104 VALPARAISO;2;13.43;12.3;1281.04;1281.04;95.386;7.755;18.853;16.772;89.038;10.471;134.136;9.988;0.812
2022;3104-020;12;3104 VALPARAISO;0;7.05;12.1;13.29;617.5;87.58865248;7.23873161;18.54;16.338;88.122;10.15;;;
2022;3105-450;12;3105 MORILLO;3;9.41;11.7;1017.02;1017.02;108.079;9.237;18.214;16.333;89.687;10.237;104.116;11.064;0.946
2022;3105-440;12;3105 MORILLO;7;6.31;11.6;20.71;566.05;89.708;7.733;18.2;15.885;87.281;9.82;2.034;8.49;0.732
2022;3106-760;12;3106 LA LUISA;4;8.75;11.9;947.31;947.31;108.264;9.098;18.651;16.221;87.051;10.008;94.81;10.835;0.911
2022;3106-770;12;3106 LA LUISA;9;3.01;11.7;363.52;363.52;120.771;10.322;19.563;16.865;86.256;10.357;37.65;12.508;1.069
2022;3106-830;12;3106 LA LUISA;4;17.16;11.7;1808.64;1808.64;105.399;9.008;18.825;16.86;89.573;10.562;191.024;11.132;0.951
2022;3106-410;12;3106 LA LUISA;14;18.05;11.5;2462.62;2462.62;136.433;11.864;18.623;16.657;89.459;10.427;256.788;14.226;1.237
2022;3106-400;12;3106 LA LUISA;7;20.82;11.4;2230.81;2230.81;107.147;9.399;18.333;16.372;89.342;10.24;228.444;10.972;0.962
2022;3106-200;12;3106 LA LUISA;2;10.54;11.4;1397.74;1397.74;132.613;11.633;18.387;16.302;88.674;10.16;142.006;13.473;1.182
2022;3106-010;12;3106 LA LUISA;2;4.43;11.3;731.58;731.58;165.142;14.614;19.035;16.955;89.079;10.591;77.483;17.491;1.548
2022;3106-020;12;3106 LA LUISA;2;10.63;11.3;1713.14;1713.14;161.161;14.262;18.26;16.185;88.619;10.085;172.764;16.252;1.438
2022;3106-150;12;3106 LA LUISA;1;14.14;12.5;1483.07;1483.07;104.885;8.391;18.613;16.571;89.037;10.349;153.489;10.855;0.868
2022;3106-782;12;3106 LA LUISA;2;5.94;11.7;752.54;752.54;126.69;10.828;18.016;16.137;89.546;10.109;76.072;12.807;1.095
2022;3106-800;12;3106 LA LUISA;2;17.35;11.6;2230.48;2230.48;128.558;11.083;18.384;16.398;89.192;10.251;228.645;13.178;1.136
2022;3106-902;12;3106 LA LUISA;2;4.95;11.8;624.08;624.08;126.077;10.684;19.008;16.636;87.605;10.299;64.271;12.984;1.1
2022;3106-890;12;3106 LA LUISA;9;7.02;12.1;779.54;779.54;111.046;9.177;18.546;16.414;88.51;10.22;79.668;11.349;0.938
2022;3106-300;12;3106 LA LUISA;8;5.59;11.6;499.77;499.77;89.404;7.707;18.338;16.526;90.127;10.384;51.897;9.284;0.8
2022;3106-710;12;3106 LA LUISA;3;7.22;11.7;720.97;720.97;99.857;8.535;18.526;16.586;89.517;10.387;74.888;10.372;0.887
2022;3106-221;12;3106 LA LUISA;8;4.48;11.6;456.27;456.27;101.846;8.78;18.276;16.251;88.9;10.142;46.276;10.329;0.89
2022;3106-741;12;3106 LA LUISA;11;6.18;11.7;664.92;664.92;107.592;9.196;18.474;16.468;89.144;10.291;68.43;11.073;0.946
2022;3106-900;12;3106 LA LUISA;8;3.53;11.7;394.61;394.61;111.788;9.554;19.033;16.865;88.644;10.507;41.462;11.745;1.004
2022;3106-270;12;3106 LA LUISA;8;8.58;13.5;849.87;849.87;99.052;7.337;18.927;16.677;88.185;10.36;88.048;10.262;0.76
2022;3106-240;12;3106 LA LUISA;2;8.82;13.4;1042.79;1042.79;118.23;8.823;19.143;17.076;89.234;10.675;111.313;12.621;0.942
2022;3106-850;12;3106 LA LUISA;3;4.38;11.8;570.27;570.27;130.199;11.034;18.707;16.602;88.769;10.352;59.035;13.478;1.142
2022;3106-230;12;3106 LA LUISA;6;5.26;12.6;551.43;551.43;104.835;8.32;19.23;16.691;86.868;10.287;56.726;10.785;0.856
2022;3106-260;12;3106 LA LUISA;6;17.15;12.4;651.91;2019.54;117.758;9.497;18.703;16.533;88.441;10.288;67.068;12.255;0.988
2022;3106-140;12;3106 LA LUISA;2;17.78;11.4;2201.86;2201.86;123.839;10.863;18.629;16.508;88.645;10.285;226.468;12.737;1.117
2022;3109-020;12;3109 VENECIA;7;17.21;12.3;1270.76;1270.76;73.838;6.003;18.92;17.046;90.132;10.709;136.09;7.908;0.643
2022;3109-300;12;3109 VENECIA;10;2.1;12.1;159.55;159.55;75.976;6.279;19.08;17.2;90.145;10.809;17.246;8.212;0.679
2022;3109-062;12;3109 VENECIA;7;3.56;12.1;351.63;351.63;98.772;8.163;18.621;16.597;89.168;10.371;36.469;10.244;0.847
2022;3109-170;12;3109 VENECIA;3;12.62;11.8;1460.89;1460.89;115.76;9.81;18.75;16.697;89.089;10.429;152.352;12.072;1.023
2022;3109-120;12;3109 VENECIA;5;16.27;11.8;1847.1;1847.1;113.528;9.621;18.747;16.979;90.59;10.695;197.547;12.142;1.029
2022;3109-261;12;3109 VENECIA;9;4.98;11.7;492.27;492.27;98.849;8.449;19.859;17.005;85.659;10.406;51.224;10.286;0.879
2022;3109-220;12;3109 VENECIA;7;11.92;11.7;1134.28;1134.28;95.158;8.133;18.753;16.864;89.984;10.586;120.071;10.073;0.861
2022;3109-110;12;3109 VENECIA;10;9.63;11.9;939.62;939.62;97.572;8.199;17.987;15.805;87.882;9.804;92.12;9.566;0.804
2022;3109-262;12;3109 VENECIA;10;7.56;11.7;604.64;604.64;79.979;6.836;18.874;16.498;87.414;10.206;61.711;8.163;0.698
2022;3109-161;12;3109 VENECIA;2;5.62;12.6;511;511;90.925;7.216;19.7;16.933;85.987;10.382;53.054;9.44;0.749
2022;3109-061;12;3109 VENECIA;4;11.43;12.2;1135.71;1135.71;99.362;8.144;18.873;16.651;88.267;10.351;117.552;10.285;0.843
2022;3110-290;12;3110 NORMANDIA;9;11.92;12.6;1015.47;1015.47;85.19;6.761;18.503;16.562;89.55;10.372;105.323;8.836;0.701
2022;3110-180;12;3110 NORMANDIA;7;9.74;12.2;765.11;765.11;78.553;6.439;19.253;17.173;89.292;10.735;82.135;8.433;0.691
2022;3110-140;12;3110 NORMANDIA;0;10.51;13.1;905.29;905.29;86.13606089;6.575271824;18.847;16.945;89.944;10.635;;;0.379
2022;3110-060;12;3110 NORMANDIA;4;4.72;11.7;401.35;401.35;85.032;7.268;18.153;15.903;87.608;9.85;39.533;8.376;0.716
2022;3110-040;12;3110 NORMANDIA;8;10.75;11.8;993.26;993.26;92.396;7.83;19.113;16.664;87.247;10.296;102.261;9.513;0.806
2022;3110-064;12;3110 NORMANDIA;8;3.02;11.7;333.7;333.7;110.497;9.444;18.288;16.111;88.098;10.007;33.394;11.058;0.945
2022;3110-240;12;3110 NORMANDIA;6;16.21;12.1;1239.38;1239.38;76.458;6.319;19.527;17.251;88.36;10.731;132.998;8.205;0.678
2022;3110-260;12;3110 NORMANDIA;2;19.09;12.4;1132.07;1132.07;59.302;4.782;18.389;16.23;88.334;10.091;114.242;5.984;0.483
2022;3110-200;12;3110 NORMANDIA;8;17.24;11.9;1561.84;1561.84;90.594;7.613;18.376;16.101;87.61;9.974;155.77;9.035;0.759
2022;3111-370;12;3111 PERALONSO;3;8.07;12.3;642.14;642.14;79.571;6.469;19.576;17.457;89.174;10.911;70.064;8.682;0.706
2022;3111-072;12;3111 PERALONSO;7;9.31;11.7;929.79;929.79;99.87;8.536;18.757;16.758;89.326;10.484;97.479;10.47;0.895
2022;3111-071;12;3111 PERALONSO;7;3.91;11.7;322.69;408.14;104.386;8.922;18.837;16.772;89.044;10.475;33.801;10.746;0.918
2022;3111-501;12;3111 PERALONSO;8;18.73;12.1;1650.98;1650.98;88.146;7.285;18.514;16.512;89.164;10.321;170.405;9.098;0.752
2022;3111-460;12;3111 PERALONSO;4;20.98;11.5;49.47;2216.78;105.662;9.188;18.575;16.538;89.031;10.328;5.109;9.811;0.853
2022;3111-131;12;3111 PERALONSO;3;15.64;13.2;1428.28;1428.28;91.322;6.918;18.865;16.596;88.007;10.301;147.133;9.407;0.713
2022;3111-121;12;3111 PERALONSO;6;14.95;11.6;1101.08;1407.89;94.174;8.118;18.713;16.605;88.752;10.353;113.994;9.655;0.832
2022;3111-420;12;3111 PERALONSO;4;5.32;12.1;760.96;760.96;143.038;11.821;18.628;16.698;89.659;10.464;79.626;14.967;1.237
2022;3111-320;12;3111 PERALONSO;4;11.08;12.2;873.68;873.68;78.852;6.463;18.574;16.668;89.747;10.452;91.313;8.241;0.676
2022;3111-260;12;3111 PERALONSO;3;8.35;12.2;790.39;790.39;94.657;7.759;18.265;16.401;89.808;10.287;81.31;9.738;0.798
2022;3113-190;12;3113 SAN NICOLAS;3;6.37;11.9;423.77;423.77;66.526;5.59;18.458;16.655;90.232;10.472;44.378;6.967;0.585
2022;3113-210;12;3113 SAN NICOLAS;1;16.53;12.1;548.44;1805.45;109.223;9.027;18.294;16.232;88.723;10.119;55.499;10.691;0.884
2022;3113-180;12;3113 SAN NICOLAS;0;8.53;12.4;586.42;586.42;68.74794842;5.544189388;17.752;15.827;89.147;9.892;;;0.471
2022;3113-221;12;3113 SAN NICOLAS;15;4.16;11.7;391.56;391.56;94.125;8.045;19.426;16.969;87.428;10.494;41.09;9.877;0.844
2022;3118-100;12;3118 ZAMBRANO;4;18.5;12.1;2217.16;2217.16;119.846;9.905;18.629;16.377;87.935;10.162;225.304;12.179;1.006
2022;3118-110;12;3118 ZAMBRANO;4;6.35;13.9;627.18;627.18;98.769;7.106;18.879;16.592;87.916;10.294;64.559;10.167;0.731
2022;3118-111;12;3118 ZAMBRANO;8;6.07;8.4;299.36;511.85;84.326;10.039;19.583;17.08;87.278;10.554;31.594;8.896;1.059
2022;3121-180;12;3121 MORILLO;0;2.6;12.5;129.12;129.12;49.66153846;3.972923077;18.38;16.407;89.267;10.26;;;0.375
2022;3122-321;12;3122 VENECIA;3;5.48;12.2;532.74;532.74;97.215;7.968;18.863;16.838;89.268;10.53;56.097;10.237;0.839
2022;3233-051;12;3233 LAGUNAS;4;10.79;11.5;1228.32;1228.32;113.839;9.899;18.288;16.248;88.842;10.137;124.51;11.539;1.003
2022;3233-050;12;3233 LAGUNAS;9;7.38;11.4;792.02;792.02;107.32;9.414;18.621;16.628;89.29;10.4;82.371;11.161;0.979
2022;3233-120;12;3233 LAGUNAS;4;9.49;11.4;1399.07;1399.07;147.426;12.932;18.442;16.363;88.742;10.202;142.726;15.04;1.319
2022;3418-071;12;3418 LA PAILA;8;3.15;12.3;340.59;340.59;108.124;8.791;18.979;17.113;90.176;10.756;36.635;11.63;0.946
2022;3418-120;12;3418 LA PAILA;13;7.66;12.8;984.57;984.57;128.534;10.042;18.787;16.699;88.91;10.42;102.594;13.394;1.046
2022;3418-140;12;3418 LA PAILA;13;14.9;12.1;1694.18;1694.18;113.703;9.397;18.848;16.837;89.407;10.533;178.455;11.977;0.99
2022;3426-110;12;3426 MEDIA LUNA;10;6.25;11.6;596.79;596.79;95.486;8.232;19.053;16.78;88.158;10.421;62.193;9.951;0.858
2022;3440-760;12;3440 PAILA ARRIBA;3;7.61;12.1;715.07;715.07;93.965;7.766;19.277;17.236;89.424;10.788;77.141;10.137;0.838
2022;3440-770;12;3440 PAILA ARRIBA;3;15.21;12.1;1633.73;1633.73;107.412;8.877;19.001;16.845;88.666;10.498;171.501;11.276;0.932
2022;3440-711;12;3440 PAILA ARRIBA;6;0.44;11.5;62.24;62.24;141.455;12.3;19.76;16.854;85.293;10.291;6.405;14.558;1.266
2022;3440-710;12;3440 PAILA ARRIBA;6;10.26;11.4;1046.77;1046.77;102.024;8.95;19.255;16.919;87.926;10.495;109.861;10.708;0.939
2022;3501-050;12;3501 RIOPAILA;6;8.62;16.9;767.67;767.67;89.057;5.27;18.572;16.641;89.628;10.426;80.037;9.285;0.549
2022;3501-330;12;3501 RIOPAILA;5;6.13;12.4;816.34;816.34;133.171;10.74;19.502;16.884;86.631;10.392;84.837;13.84;1.116
2022;3501-620;12;3501 RIOPAILA;3;4.66;12.3;630.64;630.64;135.33;11.002;18.601;16.547;88.959;10.33;65.144;13.979;1.137
2022;3501-052;12;3501 RIOPAILA;4;2.92;14.7;188.25;188.25;64.469;4.386;18.307;16.646;90.941;10.507;19.779;6.773;0.461
2022;3501-232;12;3501 RIOPAILA;3;6.58;15;801.31;801.31;121.78;8.119;18.92;16.932;89.49;10.603;84.959;12.912;0.861
2022;3501-530;12;3501 RIOPAILA;6;10.5;12.3;951.6;951.6;90.629;7.368;18.664;16.293;87.342;10.072;95.849;9.129;0.742
2022;3501-623;12;3501 RIOPAILA;1;5.82;9.9;403.87;403.87;69.393;7.009;18.445;16.469;89.303;10.3;41.6;7.148;0.722
2022;3501-142;12;3501 RIOPAILA;1;2.98;17.1;421.35;421.35;141.393;8.269;18.634;16.849;90.424;10.605;44.683;14.994;0.877
2022;3501-532;12;3501 RIOPAILA;7;13.85;12.4;1606.28;1606.28;115.977;9.353;19.011;17.186;90.395;10.816;173.731;12.544;1.012
2022;3501-240;12;3501 RIOPAILA;6;8.58;12.2;937.96;937.96;109.319;8.961;17.957;15.894;88.491;9.896;92.823;10.819;0.887
2023;3102-180;1;3102 GERTRUDIS;6;13.5;11.6;1356.17;1356.17;100.457;8.66;18.416;16.476;89.48;10.547;143.038;10.595;0.913
2023;3105-660;1;3105 MORILLO;10;3.65;11.8;35.02;241.84;66.26;5.615;20.75;18.712;90.181;12.027;4.212;6.733;0.571
2023;3106-821;1;3106 LA LUISA;3;6.07;12.2;798.62;798.62;131.568;10.784;17.973;15.866;88.275;10.088;80.567;13.273;1.088
2023;3106-840;1;3106 LA LUISA;2;16.76;11.8;575.42;1963.69;117.166;9.929;19.138;16.885;88.27;10.733;61.759;12.174;1.032
2023;3106-930;1;3106 LA LUISA;2;4.42;11.8;546.7;546.7;123.688;10.482;18.353;16.487;89.813;10.576;57.818;13.081;1.109
2023;3106-810;1;3106 LA LUISA;2;17.4;11.4;1559.75;2135.22;122.714;10.764;18.807;16.757;89.165;10.705;166.977;12.826;1.125
2023;3106-460;1;3106 LA LUISA;4;19.28;11.8;2509.48;2509.48;130.16;11.03;19.577;17.577;89.79;11.273;282.887;14.673;1.243
2023;3106-313;1;3106 LA LUISA;5;5.38;11.9;766.04;766.04;142.387;11.965;18.151;15.663;86.285;9.84;75.382;14.011;1.177
2023;3106-450;1;3106 LA LUISA;11;18.65;11.8;2138.44;2138.44;114.662;9.717;19.123;16.911;88.502;10.762;230.138;12.34;1.046
2023;3109-070;1;3109 VENECIA;3;17.82;12.3;1774.16;1866.39;104.736;8.515;19.028;16.867;88.679;10.747;190.676;11.239;0.914
2023;3113-053;1;3113 SAN NICOLAS;8;4.57;11.7;20.27;374.99;82.057;7.013;19.44;16.864;86.749;10.625;2.154;8.605;0.735
2023;3113-230;1;3113 SAN NICOLAS;3;5.98;12.8;5.33;426.47;71.318;5.572;22.8;19.145;83.967;11.851;0.632;7.476;0.584
2023;3113-200;1;3113 SAN NICOLAS;3;10.09;14.6;86.32;818.4;81.111;5.556;18.426;16.484;89.459;10.552;9.109;8.549;0.586
2023;3233-011;1;3233 LAGUNAS;2;5.75;13.4;511.57;511.57;88.969;6.639;17.854;15.985;89.562;10.236;52.367;9.107;0.68
2023;3425-022;1;3425 TEQUENDAMA;5;7.36;12.8;536.39;536.39;72.879;5.694;18.079;16.004;88.468;10.19;54.658;7.426;0.58
2023;3501-581;1;3501 RIOPAILA;2;7.55;12.1;1232.1;1232.1;163.192;13.487;18.798;16.555;88.154;10.514;129.538;17.157;1.418
2023;3102-012;2;3102 GERTRUDIS;1;3.77;12.3;434.84;434.84;115.342;9.377;18.456;16.468;89.412;11.064;48.111;12.761;1.038
2023;3104-080;2;3104 VALPARAISO;2;5.52;19.3;559.04;559.04;101.275;5.247;19.785;17.114;86.569;11.315;63.256;11.459;0.594
2023;3104-070;2;3104 VALPARAISO;10;14;12.5;1201.77;1201.77;85.841;6.867;18.697;16.71;89.41;11.236;135.026;9.645;0.772
2023;3104-230;2;3104 VALPARAISO;3;11.56;12;1072.62;1072.62;92.787;7.732;18.845;16.738;88.863;11.22;120.343;10.41;0.868
2023;3104-234;2;3104 VALPARAISO;6;10.84;12;938.61;938.61;86.588;7.216;18.844;16.734;88.843;11.216;105.272;9.711;0.809
2023;3104-150;2;3104 VALPARAISO;7;10.3;12.6;894.11;894.11;86.807;6.889;18.959;16.68;88.002;11.126;99.478;9.658;0.767
2023;3104-021;2;3104 VALPARAISO;7;10;16.6;969.36;969.36;96.936;5.84;18.825;16.927;89.883;11.417;110.672;11.067;0.667
2023;3104-161;2;3104 VALPARAISO;7;1;19.1;84.29;84.29;84.29;4.413;18.51;16.58;89.576;11.162;9.408;9.408;0.493
2023;3104-240;2;3104 VALPARAISO;8;17.6;12.5;1662.36;1662.36;94.452;7.556;18.436;16.55;89.779;11.153;185.403;10.534;0.843
2023;3104-241;2;3104 VALPARAISO;5;3.91;12.6;455.09;455.09;116.391;9.237;18.734;16.797;89.66;11.313;51.486;13.168;1.045
2023;3104-370;2;3104 VALPARAISO;5;9.49;12.2;994.32;994.32;104.776;8.588;19.099;17.116;89.646;11.525;114.591;12.075;0.99
2023;3104-041;2;3104 VALPARAISO;3;10.36;12;1064.64;1064.64;102.764;8.564;19.429;17.062;87.881;11.37;121.052;11.685;0.974
2023;3104-171;2;3104 VALPARAISO;3;14.1;12.2;1179.95;1179.95;83.684;6.859;19.349;17.08;88.293;11.413;134.668;9.551;0.783
2023;3106-853;2;3106 LA LUISA;5;4.67;13.1;478.78;478.78;102.522;7.826;19.231;16.906;87.963;11.272;53.969;11.557;0.882
2023;3106-350;2;3106 LA LUISA;2;6.44;12.2;901.09;901.09;139.921;11.469;18.643;16.593;89;11.134;100.326;15.579;1.277
2023;3106-311;2;3106 LA LUISA;2;5.94;13.1;764.41;764.41;128.689;9.824;18.717;16.741;89.433;11.261;86.083;14.492;1.106
2023;3106-060;2;3106 LA LUISA;3;15.67;12.1;1666.61;1666.61;106.357;8.79;19.769;17.677;89.414;11.889;198.15;12.645;1.045
2023;3106-910;2;3106 LA LUISA;1;8.28;12.1;883.53;883.53;106.707;8.819;18.891;16.977;89.88;11.447;101.137;12.215;1.009
2023;3106-891;2;3106 LA LUISA;4;7.21;12.1;865.19;865.19;119.999;9.917;19.64;17.218;87.654;11.463;99.181;13.756;1.137
2023;3106-860;2;3106 LA LUISA;2;5.85;12.2;680.47;680.47;116.32;9.534;18.065;15.956;88.307;10.665;72.573;12.406;1.017
2023;3106-852;2;3106 LA LUISA;3;4.6;12.1;569.3;569.3;123.761;10.228;18.36;16.514;89.957;11.14;63.422;13.787;1.139
2023;3106-771;2;3106 LA LUISA;2;3.14;12.1;456.77;456.77;145.468;12.022;18.261;16.367;89.662;11.021;50.34;16.032;1.325
2023;3106-473;2;3106 LA LUISA;2;8.7;12.1;1423.7;1423.7;163.644;13.524;18.769;16.573;88.303;11.076;157.683;18.124;1.498
2023;3106-370;2;3106 LA LUISA;3;11.97;12.1;1362.56;1362.56;113.831;9.408;18.974;16.709;88.132;11.151;151.935;12.693;1.049
2023;3106-302;2;3106 LA LUISA;1;5.53;12.4;571.97;571.97;103.43;8.341;18.885;16.71;88.491;11.179;63.942;11.563;0.932
2023;3106-051;2;3106 LA LUISA;2;9.7;12;1398.11;1398.11;144.135;12.011;18.743;16.675;88.965;11.186;156.395;16.123;1.344
2023;3106-090;2;3106 LA LUISA;1;9.7;12.4;943.47;943.47;97.265;7.844;18.688;16.761;89.685;11.291;106.527;10.982;0.886
2023;3106-474;2;3106 LA LUISA;1;2.87;12.4;382.33;382.33;133.216;10.743;19.585;16.913;86.375;11.171;42.712;14.882;1.2
2023;3106-362;2;3106 LA LUISA;1;6.72;12.5;643.74;643.74;95.795;7.664;19.231;16.778;87.294;11.143;71.732;10.674;0.854
2023;3110-010;2;3110 NORMANDIA;4;7.84;14;708.46;708.46;90.365;6.455;18.726;16.851;89.984;11.37;80.552;10.274;0.734
2023;3110-051;2;3110 NORMANDIA;8;8.33;14.5;670;670;80.432;5.547;18.522;16.565;89.433;11.143;74.655;8.962;0.618
2023;3110-030;2;3110 NORMANDIA;4;7.04;15;566.2;566.2;80.426;5.362;18.455;16.157;87.604;10.75;60.865;8.646;0.576
