ZONA;RESPONSABLE ZONA;TECNICO AGRICOLA RESPONSABLE;FINCA; UBICACIÓN TÉCNICA;FECHA DEL PROXIMO CORTE;Zona Agroecologica;FECHA DE SIEMBRA;FECHA DE ULTIMO CORTE;EDAD HOY MESES;NUMERO DE CORTE;VARIEDAD;AREA NETA HA;FECHA PROXIMO CORTE PPTO;TONELADAS PPTO;TONELADAS Estimadas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-771;2026/01/28;10H3;2021/01/23;2025/01/28; 9,0 ;05;VARIAS;3,14;2025/01/31; 439 ; 393 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-780;2026/08/22;6H1;2020/04/09;2025/07/23; 3,2 ;06;CC 01-1940;9,00;2025/06/10; 1.093 ; 1.125 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-782;2025/12/04;6H1;2020/11/06;2024/11/19; 11,3 ;05;CC 11-595;5,94;2025/11/29; 733 ; 745 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-790;2025/10/22;6H1;2023/10/31;2024/10/22; 12,2 ;02;CC 12-2120;17,29;2025/10/30; 2.297 ; 2.314 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-800;2025/12/11;6H1;2020/10/13;2024/11/26; 11,0 ;05;VARIAS;17,35;2025/12/15; 2.230 ; 2.247 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-810;2025/12/17;6H1;2020/12/12;2024/12/17; 10,3 ;05;CC 11-595;17,40;2025/12/18; 2.166 ; 2.183 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-820;2026/08/07;6H1;2020/04/07;2025/08/07; 2,7 ;06;VARIAS;11,08;2025/07/29; 1.334 ; 1.384 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-821;2025/12/17;6H1;2019/08/21;2024/12/17; 10,3 ;06;CC 99-2282;6,07;2025/12/19; 737 ; 743 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-830;2026/09/01;5H3;2023/04/25;2025/08/17; 2,4 ;03;CC 05-430;17,35;2025/08/30; 2.511 ; 2.499 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-840;2025/12/20;5H3;2020/11/05;2024/12/20; 10,3 ;05;VARIAS;16,76;2025/12/19; 2.086 ; 2.103 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-850;2025/12/17;5H3;2019/09/13;2024/12/17; 10,3 ;06;CC 01-1940;4,38;2025/12/16; 541 ; 545 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-851;2026/03/18;5H3;2023/03/31;2025/03/18; 7,4 ;03;CC 11-595;4,92;2025/03/24; 607 ; 680 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-852;2026/04/11;5H3;2025/04/11;2025/01/28; 6,6 ;01;CC 13-2035;4,63;2025/12/13; 525 ; 525 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-853;2026/01/16;5H3;2017/08/04;2024/12/17; 10,3 ;08;CC 01-1940;4,67;2025/12/12; 534 ; 539 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-860;2026/02/24;6H1;2021/02/12;2025/02/24; 8,1 ;05;CC 01-1940;5,85;2025/12/29; 693 ; 696 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-870;2026/08/19;6H1;2021/03/16;2025/08/19; 2,3 ;05;CC 01-1940;8,28;2025/07/30; 1.173 ; 1.298 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-880;2026/03/19;6H1;2025/10/18;2025/07/25; 0,3 ;01;CC 13-2035;5,00;2025/07/17; 46 ; 45 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-881;2025/10/26;6H1;2023/01/25;2024/10/11; 12,6 ;03;VARIAS;5,00;2025/10/30; 648 ; 653 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-890;2026/03/22;6H1;2023/03/15;2025/03/07; 7,7 ;03;CC 11-595;7,06;2025/03/23; 907 ; 924 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-891;2026/01/27;6H1;2019/02/01;2024/12/28; 10,0 ;07;CC 99-2282;7,21;2025/12/26; 868 ; 905 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-900;2025/12/17;5H3;2023/02/22;2024/12/17; 10,3 ;02;CC 11-0132;3,50;2025/11/24; 450 ; 457 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-902;2025/12/10;5H3;2020/09/25;2024/11/25; 11,1 ;05;VARIAS;4,95;2025/12/15; 611 ; 616 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-910;2026/02/11;5H3;2022/02/21;2025/02/11; 8,5 ;04;VARIAS;8,28;2025/02/15; 980 ; 993 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-920;2026/08/17;5H3;2020/03/04;2025/08/17; 2,4 ;06;CC 11-600;5,65;2025/07/27; 658 ; 732 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; LA LUISA;3107-930;2025/12/17;5H3;2020/09/26;2024/12/17; 10,3 ;05;CC 11-595;4,42;2025/12/16; 546 ; 550 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-010;2026/08/13;10H3;2012/12/31;2025/08/13; 2,5 ;13;CC 01-1940;13,47;2025/08/14; 1.977 ; 1.990 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-020;2026/09/16;10H3;2024/05/31;2025/07/17; 3,4 ;02;CC 05-430;29,40;2025/06/30; 4.225 ; 4.337 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-021;2026/01/26;10H3;2024/02/02;2024/12/27; 10,0 ;02;CC 12-2120;4,47;2025/12/30; 597 ; 602 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-022;2026/01/26;10H3;2024/02/03;2024/12/27; 10,0 ;02;CC 05-430;4,92;2025/12/31; 657 ; 662 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-040;2026/08/11;15H1;2023/07/29;2025/08/11; 2,6 ;03;CC 05-430;15,65;2025/07/30; 2.360 ; 2.364 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-060;2026/08/19;5H3;2020/02/01;2025/07/20; -   ;01;RENOVACION;12,14;2025/06/06; 1.536 ; 1.548 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-061;2026/09/23;5H3;2020/02/01;2025/09/23; 1,1 ;06;VARIAS;4,00;2025/09/20; 514 ; 518 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-080;2026/08/22;23H0;2016/04/12;2025/08/22; 2,2 ;10;CC 01-1940;15,12;2025/07/27; 2.341 ; 2.364 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-090;2026/08/22;23H0;2016/03/18;2025/08/22; 2,2 ;10;CC 01-1940;15,99;2025/07/27; 2.185 ; 2.319 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-100;2026/06/28;10H3;2024/03/31;2025/04/25; 6,1 ;02;CC 99-2282;19,38;2025/03/31; 2.628 ; 2.748 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-110;2026/01/15;10H3;2024/01/11;2024/12/16; 10,4 ;02;CC 05-430;6,24;2025/12/29; 802 ; 808 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-111;2025/10/28;1H1;2024/01/12;2024/12/28; 10,0 ;02;CC 12-2120;5,99;2025/12/30; 740 ; 746 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-113;2026/09/30;1H1;2019/05/14;2025/09/30; 0,9 ;07;VARIAS;1,80;2025/09/11; 213 ; 207 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-114;2026/05/01;10H3;2024/02/24;2025/03/01; 7,9 ;02;CC 11-595;5,07;2025/02/23; 688 ; 637 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-130;2025/12/02;15H1;2023/11/13;2024/11/17; 11,3 ;02;CC 05-430;15,81;2025/11/24; 2.363 ; 2.379 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-150;2026/09/25;15H1;2023/09/23;2025/09/25; 1,1 ;03;CC 05-430;22,27;2025/09/20; 3.133 ; 3.240 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-160;2026/10/31;15H1;2023/10/05;2025/10/01; 0,9 ;03;CC 11-0129;12,10;2025/09/15; 1.629 ; 1.694 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; ZAMBRANO;3118-161;2026/11/01;15H1;2020/08/20;2025/10/02; 0,9 ;06;CC 11-595;3,97;2025/09/15; 482 ; 476 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; SAN CARLOS LOTE 7;3123-310;2026/01/19;1H1;2019/08/20;2024/12/20; 10,3 ;06;CC 01-1940;16,65;2025/12/30; 2.022 ; 2.039 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Manuel Primero; SAN CARLOS LOTE 7;3123-320;2026/11/09;1H1;2020/03/28;2025/10/10; 0,6 ;06;CC 01-1940;17,95;2025/09/05; 2.216 ; 2.234 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-010;2026/10/17;5H3;2024/09/20;2025/10/02; 0,9 ;02;CC 05-430;7,49;2025/09/30; 1.076 ; 1.084 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-011;2025/12/10;5H3;2020/09/30;2024/12/10; 10,6 ;05;VARIAS;4,45;2025/12/02; 513 ; 518 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-012;2026/09/30;5H3;2024/09/21;2025/09/30; 0,9 ;02;CC 05-430;9,36;2025/09/30; 1.345 ; 1.354 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-013;2026/04/03;5H3;2020/09/30;2025/03/10; 7,6 ;05;VARIAS;1,30;2025/02/19; 141 ; 163 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-020;2026/08/24;14H1;2020/03/20;2025/07/25; 3,1 ;06;CC 01-1940;2,27;2025/08/14; 328 ; 330 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-021;2026/08/21;14H1;2018/07/25;2025/07/22; 3,2 ;08;CC 01-1940;2,79;2025/08/14; 416 ; 419 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-030;2026/06/18;5H3;2023/05/12;2025/06/18; 4,3 ;03;CC 05-430;14,07;2025/06/02; 1.837 ; 2.251 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-031;2026/10/30;5H3;2018/07/25;2025/09/30; 0,9 ;08;CC 01-1940;4,41;2025/09/16; 509 ; 529 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-040;2026/10/05;10H3;2023/10/28;2025/09/05; 1,7 ;04;CC 05-430;3,48;2025/07/31; 451 ; 470 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-042;2025/11/21;10H3;2023/10/15;2024/10/22; 12,2 ;02;CC 05-430;5,48;2025/10/29; 710 ; 715 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-050;2025/12/26;14H1;2024/01/05;2024/12/26; 10,1 ;02;CC 12-2120;7,39;2025/12/29; 950 ; 957 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-051;2025/12/15;5H3;2023/12/30;2024/12/15; 10,4 ;02;CC 05-430;10,76;2025/12/24; 1.383 ; 1.394 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-053;2025/11/25;5H3;2020/09/30;2024/11/10; 11,6 ;05;CC 05-430;2,98;2025/10/31; 338 ; 359 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-055;2026/10/26;5H3;2021/08/11;2025/10/02; 0,9 ;05;CC 01-1940;1,35;2025/09/28; 156 ; 163 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-060;2026/10/31;5H3;2020/04/23;2025/10/01; 0,9 ;07;CC 11-595;5,89;2025/09/16; 757 ; 763 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-061;2026/10/16;10H3;2015/06/26;2025/10/01; 0,9 ;11;CC 01-1940;6,19;2025/09/07; 808 ; 814 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-062;2026/10/31;5H3;2023/10/14;2025/10/01; 0,9 ;03;CC 12-2120;1,82;2025/09/22; 215 ; 217 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-070;2026/09/25;10H3;2019/09/07;2025/09/25; 1,1 ;07;VARIAS;20,83;2025/09/18; 2.804 ; 2.824 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-080;2026/04/09;10H3;2022/02/16;2025/03/10; 7,6 ;04;VARIAS;10,52;2025/04/09; 1.246 ; 1.417 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-090;2026/09/22;15H1;2013/05/16;2025/09/07; 1,7 ;13;CC 01-1228;18,66;2025/08/28; 2.398 ; 2.417 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-091;2026/06/17;15H1;2020/04/13;2025/06/17; 4,4 ;06;VARIAS;7,45;2025/06/21; 1.206 ; 1.284 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-093;2025/11/20;15H1;2023/11/28;2024/11/20; 11,2 ;02;CC 12-2120;5,43;2025/11/27; 670 ; 676 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-100;2026/02/17;15H1;2020/12/29;2025/02/17; 8,3 ;05;CC 11-595;8,10;2025/02/18; 967 ; 868 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-101;2026/11/16;10H3;2015/12/23;2025/10/23; 0,2 ;10;CC 01-1940;5,24;2025/09/28; 609 ; 631 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-110;2026/02/17;15H1;2023/02/28;2025/02/17; 8,3 ;03;CC 09-066;8,84;2025/02/19; 1.136 ; 1.406 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-111;2026/01/27;15H1;2022/01/17;2024/12/28; 10,0 ;04;CC 99-2282;3,60;2025/12/26; 415 ; 419 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Luis Millan; LAGUNAS;3233-120;2025/12/05;15H1;2018/11/01;2024/11/20; 11,2 ;07;CC 09-066;9,49;2025/11/29; 1.220 ; 1.329 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; LA PAILA;3418-030;2026/09/24;5H3;2020/03/11;2025/08/25; -   ;01;RENOVACION;16,81;2025/08/15; 1.939 ; 2.017 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; LA PAILA;3418-050;2026/01/02;10H3;2023/01/27;2024/12/18; 10,3 ;03;VARIAS;13,74;2025/01/23; 1.655 ; 1.655 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; LA PAILA;3418-070;2026/11/13;15H1;2023/09/11;2025/10/14; 0,5 ;03;CC 05-430;11,78;2025/09/05; 1.681 ; 1.693 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; LA PAILA;3418-071;2025/12/27;10H3;2024/01/12;2024/12/27; 10,0 ;02;CC 11-0132;3,20;2025/12/30; 422 ; 425 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; LA PAILA;3418-120;2025/12/06;15H1;2009/09/02;2024/11/21; 11,2 ;16;CC 85-92;7,66;2025/11/28; 992 ; 1.000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; LA PAILA;3418-121;2026/10/30;10H3;2023/09/05;2025/09/30; 0,9 ;03;CC 05-430;4,15;2025/09/14; 588 ; 592 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jorge Armando Quintero; LA PAILA;3418-140;2025/12/07;15H1;2009/09/08;2024/11/22; 11,2 ;16;CC 85-92;14,90;2025/11/28; 1.930 ; 1.945 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; PAILA ARRIBA;3440-700;2026/02/09;7H1;2022/02/23;2025/02/24; 8,1 ;04;CC 05-430;13,07;2025/02/19; 1.706 ; 1.764 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; PAILA ARRIBA;3440-710;2025/12/07;7H1;2016/12/07;2024/12/07; 10,7 ;09;CC 01-1940;10,26;2025/11/29; 1.256 ; 1.267 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; PAILA ARRIBA;3440-711;2025/12/07;7H1;2016/12/16;2024/12/07; 10,7 ;09;CC 01-1940;0,44;2025/12/08; 54 ; 54 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; PAILA ARRIBA;3440-720;2025/12/20;7H1;2024/01/13;2024/12/20; 10,3 ;02;CC 12-2120;5,82;2025/12/31; 871 ; 876 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; PAILA ARRIBA;3440-723;2025/10/25;7H1;2015/10/21;2024/10/25; 12,1 ;10;CC 01-1940;7,72;2025/11/23; 990 ; 998 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; PAILA ARRIBA;3440-730;2026/01/21;7H1;2024/01/11;2024/12/22; 10,2 ;02;CC 11-0129;13,14;2025/12/29; 1.734 ; 1.747 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; PAILA ARRIBA;3440-760;2025/12/11;6H2;2019/08/28;2024/12/11; 10,5 ;06;CC 01-1940;7,61;2025/12/11; 932 ; 939 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; PAILA ARRIBA;3440-770;2025/12/11;1H2;2019/09/02;2024/12/11; 10,5 ;06;CC 01-1940;15,21;2025/12/11; 1.862 ; 1.878 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-020;2025/12/09;6H2;2023/12/13;2024/12/09; 10,6 ;02;CC 12-2120;2,58;2025/12/12; 292 ; 292 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-050;2025/12/21;1H1;2016/04/25;2024/12/06; 10,7 ;09;CC 01-1940;8,62;2025/11/30; 977 ; 977 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-052;2025/12/06;1H1;2018/08/24;2024/12/06; 10,7 ;07;CC 01-1940;2,92;2025/12/12; 316 ; 316 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-070;2026/07/17;6H1;2022/06/19;2025/07/17; 3,4 ;04;VARIAS;11,05;2025/06/29; 1.286 ; 1.286 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-080;2025/12/12;6H1;2023/12/16;2024/12/12; 10,5 ;02;CC 99-2282;4,66;2025/12/15; 575 ; 575 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-081;2026/04/03;6H1;2024/02/20;2025/03/10; 7,6 ;02;CC 99-2282;13,53;2025/02/19; 1.534 ; 1.280 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
