ZONA;RESPONSABLE ZONA;TECNICO AGRICOLA RESPONSABLE;FINCA; UBICACIÓN TÉCNICA;FECHA DEL PROXIMO CORTE;Zona Agroecologica;FECHA DE SIEMBRA;FECHA DE ULTIMO CORTE;EDAD HOY MESES;NUMERO DE CORTE;VARIEDAD;AREA NETA HA;FECHA PROXIMO CORTE PPTO;TONELADAS PPTO;TONELADAS Estimadas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-120;2025/12/12;1H1;2023/11/14;2024/11/12; 11,5 ;02;CC 05-430;10,06;2025/11/28; 1.390 ; 1.400 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-121;2025/12/22;1H1;2023/12/12;2024/11/22; 11,2 ;02;VARIAS;11,96;2025/12/11; 1.452 ; 1.495 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-140;2026/06/04;6H1;2014/09/23;2025/06/04; 4,8 ;11;CC 01-1940;6,59;2025/06/05; 834 ; 791 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-151;2026/02/27;6H1;2023/02/08;2025/02/27; 8,0 ;03;VARIAS;10,97;2025/02/15; 1.388 ; 1.278 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-160;2026/10/03;6H1;2023/09/01;2025/09/03; 1,8 ;03;CC 99-2282;10,78;2025/08/28; 1.309 ; 1.348 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-161;2026/09/21;6H1;2023/09/15;2025/09/06; 1,7 ;03;CC 05-430;12,70;2025/08/29; 1.607 ; 1.620 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-170;2025/11/22;7H0;2012/10/24;2024/11/07; 11,7 ;13;CC 01-1940;17,58;2025/10/31; 2.135 ; 2.153 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-171;2026/09/20;7H0;2014/02/28;2025/09/20; 1,2 ;12;CC 01-1940;5,26;2025/09/27; 644 ; 649 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-180;2025/12/03;7H0;2016/12/14;2024/12/03; 10,8 ;09;CC 01-1940;13,50;2025/12/23; 1.571 ; 1.584 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-181;2026/11/04;7H0;2024/03/31;2025/07/05; 3,8 ;02;CC 11-595;10,57;2025/06/03; 1.401 ; 1.427 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-190;2026/07/06;7H0;2015/03/23;2025/07/12; 3,5 ;11;CC 01-1940;19,25;2025/07/27; 2.437 ; 2.503 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-191;2026/09/07;7H0;2022/08/13;2025/08/08; 2,7 ;04;CC 11-595;4,43;2025/07/28; 529 ; 520 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-280;2026/06/20;11H1;2021/07/30;2025/06/20; 4,3 ;05;VARIAS;7,97;2025/06/26; 1.016 ; 837 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-281;2026/09/14;11H1;2025/08/15;2025/06/20; 2,4 ;01;CC 05-430;12,44;2025/06/26; 1.586 ; 1.306 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-290;2026/10/29;11H1;2022/08/19;2025/10/14; 0,5 ;04;CC 05-430;14,45;2025/09/29; 1.843 ; 1.857 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-300;2025/10/14;11H1;2021/12/23;2024/09/29; 12,9 ;04;VARIAS;3,36;2025/09/29; 408 ; 411 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-010;2026/10/05;6H2;2024/08/30;2025/09/05; 1,7 ;02;CC 05-430;16,32;2025/08/30; 2.180 ; 2.285 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-020;2025/12/21;1H2;2015/05/17;2024/12/15; 10,4 ;10;CC 01-1940;10,42;2025/12/29; 1.139 ; 1.149 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-021;2026/08/12;1H2;2025/08/12;2025/02/10; 2,5 ;01;CC 05-430;6,68;2025/12/20; 730 ; 718 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-030;2026/04/08;1H2;2024/05/07;2025/04/16; 6,4 ;02;CC 05-430;10,85;2025/06/06; 1.499 ; 1.262 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-040;2025/11/01;1H2;2023/10/18;2024/10/17; 12,4 ;02;CC 99-2282;9,14;2025/10/29; 1.091 ; 1.143 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-041;2026/02/26;1H2;2020/01/08;2024/12/27; 10,0 ;06;CC 10-450;10,36;2026/02/17; 1.321 ; 1.036 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-050;2025/12/16;1H2;2020/11/25;2024/12/16; 10,4 ;05;VARIAS;13,43;2025/12/22; 1.563 ; 1.576 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-051;2026/07/15;1H2;2021/02/05;2025/07/15; 3,4 ;05;CC 01-1940;5,18;2025/07/31; 527 ; 534 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-060;2026/06/17;1H2;2024/04/22;2025/04/17; 6,4 ;02;CC 11-595;9,20;2025/06/22; 1.238 ; 1.247 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-061;2026/01/22;1H2;2020/02/29;2024/12/23; 10,2 ;05;CC 10-450;9,32;2025/12/31; 1.019 ; 1.028 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-070;2025/12/24;1H2;2025/08/10;2025/01/23; 2,6 ;01;MAJA 6;14,00;2025/01/30; 1.629 ; 1.498 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-080;2026/02/17;5H4;2020/02/19;2025/02/17; 8,3 ;05;CC 10-450;5,52;2025/12/30; 603 ; 652 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-081;2026/09/01;5H4;2023/07/17;2025/08/02; 2,9 ;03;CC 12-2120;4,65;2025/07/31; 543 ; 557 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-082;2026/03/06;5H4;2023/07/17;2025/02/04; 8,7 ;03;CC 12-2120;1,13;2025/06/04; 119 ; 119 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-090;2025/12/31;5H4;2023/10/24;2024/12/01; 10,9 ;02;CC 11-595;14,11;2025/12/23; 1.920 ; 1.934 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-100;2025/12/09;5H4;2023/10/13;2024/10/09; 12,6 ;02;CC 11-595;5,72;2025/12/12; 648 ; 654 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-102;2025/12/07;5H4;2023/09/19;2024/10/07; 12,7 ;02;CC 11-595;5,51;2025/12/24; 625 ; 630 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-103;2025/10/07;5H4;2023/09/11;2024/10/07; 12,7 ;02;CC 11-595;5,81;2025/11/28; 650 ; 656 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-110;2025/10/07;5H4;2023/08/15;2024/08/23; 14,2 ;02;CC 11-595;20,17;2025/08/23; 2.205 ; 2.118 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-120;2026/08/19;6H2;2016/08/16;2025/08/19; 2,3 ;10;CC 01-1940;14,42;2025/08/15; 1.751 ; 1.766 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-123;2026/08/25;6H2;2015/06/03;2025/08/25; 2,1 ;11;CC 01-1940;3,72;2025/08/15; 399 ; 391 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-130;2026/07/02;1H2;2024/07/05;2025/07/02; 3,9 ;02;CC 13-2035;8,97;2025/03/05; 726 ; 1.256 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-131;2025/10/16;1H2;2016/08/11;2024/10/01; 12,9 ;09;CC 01-1940;8,94;2025/10/17; 976 ; 985 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-140;2025/12/10;1H2;2023/12/05;2024/11/25; 11,1 ;02;CC 12-2120;14,02;2025/12/19; 1.617 ; 1.631 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-141;2026/10/30;1H2;2025/09/30;2025/08/02; 0,9 ;01;CC 13-2035;6,49;2025/07/18; 696 ; 631 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-142;2026/09/09;1H2;2023/08/12;2025/08/25; 2,1 ;03;CC 11-595;3,58;2025/08/30; 384 ; 388 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-150;2026/08/23;1H2;2025/08/23;2025/01/30; 2,2 ;01;CC 13-2035;10,33;2025/01/30; 1.154 ; 930 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-160;2026/03/20;5H4;2024/02/23;2025/03/05; 7,8 ;02;CC 05-430;8,45;2025/02/22; 1.120 ; 868 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-161;2026/05/25;5H4;2024/04/29;2025/04/19; 6,3 ;02;CC 14-3296;8,97;2025/01/12; 716 ; 1.081 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-170;2026/08/20;5H4;2023/08/17;2025/08/20; 2,3 ;03;CC 05-430;7,29;2025/08/20; 885 ; 911 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-171;2026/06/22;5H4;2019/09/18;2025/03/23; -   ;01;RENOVACION;14,10;2025/03/06; 1.541 ; 1.548 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-180;2025/10/15;5H4;2020/04/06;2024/08/15; 14,4 ;04;CC 11-600;6,74;2025/08/15; 683 ; 689 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-181;2026/09/05;5H4;2020/04/06;2025/08/21; 2,2 ;05;CC 11-600;5,74;2025/08/15; 587 ; 592 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-182;2026/09/04;5H4;2020/04/06;2025/08/20; 2,3 ;05;CC 01-1940;6,73;2025/08/15; 688 ; 695 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-190;2025/11/02;1H2;2023/11/04;2024/10/18; 12,3 ;02;CC 05-430;8,27;2025/10/28; 1.063 ; 1.116 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-192;2026/07/05;1H2;2016/05/27;2025/06/20; 4,3 ;10;CC 99-2282;7,92;2025/07/10; 970 ; 982 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-200;2025/11/24;1H2;2023/11/28;2024/11/09; 11,6 ;02;CC 05-430;8,32;2025/10/31; 1.019 ; 1.082 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-201;2026/07/02;1H2;2024/07/17;2025/07/11; 3,6 ;02;CC 05-430;7,72;2025/07/17; 1.020 ; 1.081 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-210;2025/10/30;1H2;2014/04/30;2024/09/30; 12,9 ;11;CC 01-1940;4,84;2025/09/24; 532 ; 537 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-211;2025/10/15;1H2;2013/04/05;2024/09/30; 12,9 ;12;CC 92-2198;4,94;2025/09/24; 531 ; 536 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-213;2026/04/19;1H2;2024/04/16;2025/04/19; 6,3 ;02;CC 11-0213;8,07;2025/06/16; 1.070 ; 1.074 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-220;2026/08/02;1H2;2019/04/01;2025/08/02; 2,9 ;07;CC 01-1940;8,41;2025/07/27; 938 ; 1.044 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-221;2026/08/03;5H4;2023/06/24;2025/07/25; 3,1 ;03;CC 05-430;10,36;2025/07/23; 1.373 ; 1.399 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-230;2026/08/29;5H4;2025/08/29;2025/02/17; 2,0 ;01;CC 05-430;11,26;2026/01/19; 1.355 ; 885 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-234;2026/07/31;5H4;2024/04/22;2025/06/16; 4,4 ;02;CC 05-430;10,74;2025/06/06; 1.478 ; 1.706 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-240;2026/09/06;5H4;2025/09/06;2025/02/17; 1,7 ;01;CC 13-2035;17,78;2026/01/19; 2.179 ; 1.465 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-241;2026/09/08;5H4;2025/09/08;2025/02/17; 1,6 ;01;CC 13-2035;3,90;2026/01/19; 477 ; 320 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-250;2026/08/22;5H3;2020/01/14;2025/07/23; 3,2 ;06;CC 11-600;9,02;2025/06/15; 1.008 ; 992 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-251;2026/08/20;5H3;2020/01/14;2025/07/21; 3,3 ;06;CC 11-600;8,28;2025/06/19; 888 ; 896 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-252;2026/08/22;5H3;2020/01/14;2025/07/23; 3,2 ;06;CC 11-600;7,97;2025/06/19; 855 ; 863 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-260;2026/08/29;5H3;2020/01/31;2025/08/14; 2,5 ;06;CC 01-1940;7,57;2025/08/13; 846 ; 833 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-261;2026/09/02;5H3;2020/02/06;2025/08/03; -   ;01;RENOVACION;7,12;2025/07/23; 764 ; 707 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-262;2026/08/15;5H3;2020/02/11;2025/08/03; -   ;01;RENOVACION;6,94;2025/08/15; 744 ; 701 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-270;2025/11/23;1H2;2023/11/28;2024/11/08; 11,6 ;02;CC 99-2282;13,87;2025/12/27; 1.755 ; 1.803 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-280;2026/07/08;1H2;2014/04/08;2025/07/08; 3,7 ;12;CC 01-1940;11,44;2025/07/27; 1.389 ; 1.453 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-340;2025/11/06;7H2;2023/10/31;2024/10/19; 12,3 ;02;CC 99-2282;9,23;2025/10/27; 1.167 ; 1.181 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-341;2025/12/02;7H2;2018/12/18;2024/12/02; 10,8 ;07;CC 01-1940;5,02;2025/12/09; 549 ; 554 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-350;2025/12/22;6H2;2015/02/27;2024/10/22; 12,2 ;10;VARIAS;12,85;2025/12/19; 1.456 ; 1.469 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-351;2026/06/16;6H2;2016/05/14;2025/06/16; 4,4 ;10;CC 01-1940;10,18;2025/06/25; 1.236 ; 1.392 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-360;2025/12/24;6H2;2018/12/05;2024/11/24; 11,1 ;07;CC 01-1940;18,23;2025/12/01; 2.011 ; 2.029 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-370;2025/12/01;1H2;2017/08/02;2024/12/01; 10,9 ;08;VARIAS;9,49;2025/12/20; 1.018 ; 1.028 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-371;2025/12/01;1H2;2023/10/10;2024/10/01; 12,9 ;02;CC 05-430;8,07;2025/12/24; 1.052 ; 1.060 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-410;2026/01/19;7H2;2024/01/25;2024/12/20; 10,3 ;02;CC 99-2282;8,79;2025/12/31; 987 ; 949 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-420;2025/12/15;7H1;2023/11/23;2024/11/30; 10,9 ;02;SP 71-6949;11,13;2025/12/22; 1.194 ; 1.202 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-430;2025/11/11;7H1;2018/08/16;2024/10/24; 12,1 ;07;CC 01-1940;13,88;2025/10/19; 1.278 ; 1.292 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Hector Lopez; VALPARAISO;3104-440;2026/06/06;7H2;2014/09/18;2025/06/12; 4,5 ;11;CC 01-1940;10,18;2025/06/21; 989 ; 1.135 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-300;2025/12/15;1H1;2023/11/18;2024/11/30; 10,9 ;02;CC 05-430;13,09;2025/12/17; 1.573 ; 1.586 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-310;2026/03/09;6H1;2014/09/25;2025/03/17; -   ;01;RENOVACION;10,91;2025/03/22; 1.219 ; 916 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-320;2025/11/11;6H1;2020/08/26;2024/10/24; 12,1 ;05;VARIAS;11,96;2025/10/07; 1.452 ; 1.464 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-430;2026/06/28;1H1;2017/03/03;2025/06/28; 4,0 ;09;SP 71-6949;4,74;2025/07/15; 556 ; 569 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-431;2026/07/22;1H1;2025/07/22;2025/03/20; 3,2 ;01;CC 13-2035;4,66;2025/03/22; 509 ; 442 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-440;2025/12/01;6H1;2015/11/06;2024/12/01; 10,9 ;10;CC 01-1940;6,31;2025/11/26; 766 ; 773 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-450;2025/12/08;7H0;2019/11/30;2024/11/23; 11,1 ;06;CC 11-600;9,41;2025/11/25; 1.143 ; 1.129 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-460;2025/12/02;1H1;2022/12/31;2024/12/02; 10,8 ;03;CC 05-430;13,45;2025/12/18; 1.647 ; 1.681 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-600;2025/10/21;1H1;2022/10/15;2024/10/06; 12,7 ;03;VARIAS;6,19;2025/10/10; 789 ; 805 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
